Section,ID,Extended,RTR,Length,Data,Count,Timestamps
=== In capture_00_no_presses_no_lights_grouped but NOT in capture_01_no_presses_lights_cycled_every_3s_between_off_and_on_grouped ===,,,,,,,
IN_A_NOT_B,729,0,0,8,"0,0,0,47,0,0,0,0",399,"0.025753,0.065762,0.105774,0.145778,0.185792,0.225802,0.265815,0.305825,0.345837,0.38586,0.426795,0.465869,0.505882,0.546771,0.585903,0.626027,0.665922,0.705929,0.745951,0.785949,0.826714,0.865975,0.905993,0.945993,0.986007,1.026694,1.186067,1.226652,1.266088,1.306101,1.346107,1.386173,1.426608,1.466142,1.506144,1.546572,1.58617,1.627158,1.666201,1.706203,1.746212,1.78623,1.826521,1.866243,1.906258,1.946276,1.986404,2.026463,2.066302,2.106313,2.146321,2.186334,2.226435,2.266356,2.306363,2.346371,2.386386,2.426401,2.466577,2.506422,2.546431,2.586439,2.626841,2.666461,2.70647,2.746484,2.786495,2.826506,2.866517,2.906533,2.946541,2.986553,3.026555,3.066566,3.107818,3.146598,3.186603,3.226616,3.266625,3.306634,3.346645,3.38666,3.426669,3.466687,3.506686,3.546705,3.58671,3.627088,3.666739,3.706739,3.746758,3.786762,3.826777,3.866787,3.906793,3.946804,3.986834,4.026829,4.066836,4.106848,4.146857,4.186877,4.226886,4.266892,4.306907,4.346918,4.386928,4.426936,4.466944,4.506964,4.546969,4.586977,4.627935,4.667,4.70701,4.747022,4.787034,4.827041,4.867051,4.907064,4.947075,4.98709,5.027106,5.067109,5.107121,5.148372,5.187145,5.227151,5.267164,5.30717,5.347182,5.387195,5.427208,5.467217,5.507231,5.547256,5.58793,5.628118,5.66727,5.707285,5.747289,5.787514,5.827312,5.867323,5.907527,5.947347,5.98736,6.027371,6.06739,6.107387,6.147401,6.187411,6.227418,6.267535,6.307443,6.347454,6.387465,6.427474,6.467486,6.507501,6.547507,6.587982,6.627853,6.66754,6.707554,6.747559,6.787571,6.827582,6.867593,6.907607,6.947614,6.98763,7.027641,7.067649,7.10766,7.147669,7.188914,7.227692,7.267703,7.307714,7.347727,7.387731,7.427746,7.467757,7.507762,7.547773,7.587999,7.628358,7.667812,7.707821,7.747833,7.787846,7.827857,7.867859,7.907876,7.947887,7.987904,8.027906,8.067912,8.107934,8.147945,8.187946,8.227957,8.267971,8.307986,8.347992,8.388002,8.42802,8.468021,8.508035,8.548046,8.588083,8.628804,8.668083,8.708088,8.748101,8.788111,8.828125,8.868136,8.908141,8.948151,8.988164,9.028178,9.068188,9.108199,9.148218,9.188225,9.229465,9.268247,9.308255,9.348267,9.38827,9.428288,9.468293,9.508303,9.548314,9.588322,9.629861,9.668359,9.708358,9.748372,9.788381,9.828395,9.868408,9.90841,9.948428,9.988435,10.028444,10.068453,10.108467,10.148479,10.1885,10.228503,10.268515,10.30852,10.348534,10.388547,10.428556,10.468567,10.509493,10.548588,10.588602,10.628907,10.668614,10.709568,10.748642,10.788657,10.828663,10.868676,10.909579,10.948697,10.9887,11.028716,11.069654,11.109592,11.148748,11.188759,11.228778,11.270023,11.309544,11.349674,11.388809,11.428828,11.468833,11.510156,11.549716,11.589565,11.629817,11.669564,11.709575,11.749619,11.788925,11.828936,11.868949,11.909502,11.949591,11.988972,12.028986,12.069555,12.109494,12.149611,12.189033,12.229042,12.269055,12.309505,12.350173,12.389082,12.429098,12.469104,12.50949,12.549741,12.589662,12.629435,12.669593,12.709548,12.749607,12.78919,12.829626,12.869212,12.909483,12.949713,12.989245,13.02926,13.069573,13.109465,13.149638,13.189299,13.229308,13.269328,13.310569,13.349584,13.389353,13.429364,13.469373,13.509474,13.5497,13.589567,13.62966,13.669687,13.709501,13.749572,13.789469,13.829478,13.869477,13.909492,13.950541,13.989515,14.029529,14.069548,14.109552,14.150578,14.189573,14.229575,14.269586,14.309612,14.350556,14.389624,14.430443,14.469639,14.509656,14.550699,14.590268,14.630341,14.670237,14.710439,14.750576,14.789735,14.830311,14.869758,14.909761,14.950546,14.989783,15.029797,15.069806,15.109818,15.150548,15.18984,15.230246,15.26986,15.309874,15.351139,15.389891,15.429906,15.469914,15.509927,15.550721,15.590172,15.630521,15.670289,15.710196,15.750543,15.79,15.83001,15.870029,15.910036,15.950556,15.990058,16.030067,16.070071"
IN_A_NOT_B,767,0,0,8,"0,144,0,0,255,255,255,255",160,"0.038791,0.139066,0.238713,0.339032,0.43868,0.539558,0.640376,0.738861,0.838752,0.939181,1.038867,1.238758,1.339626,1.438751,1.539515,1.638934,1.73936,1.838697,1.939564,2.038771,2.139508,2.238682,2.339566,2.438696,2.539491,2.640325,2.739406,2.838748,2.939747,3.038866,3.139503,3.238692,3.338689,3.438653,3.538791,3.639142,3.738653,3.838671,3.938684,4.038714,4.138714,4.238693,4.338645,4.438661,4.538807,4.640502,4.73867,4.838678,4.938637,5.038731,5.138692,5.238665,5.338685,5.438694,5.538763,5.63919,5.738721,5.838689,5.93873,6.038922,6.138902,6.238945,6.338821,6.438752,6.538908,6.643209,6.738703,6.83871,6.938729,7.038755,7.13871,7.238717,7.338698,7.439016,7.538832,7.639015,7.738725,7.838873,7.938691,8.038975,8.138739,8.238989,8.338716,8.439036,8.538798,8.643199,8.738711,8.839148,8.938688,9.039201,9.138662,9.239321,9.338803,9.439305,9.538874,9.639937,9.738649,9.839627,9.938679,10.039468,10.138671,10.239524,10.338676,10.43865,10.538841,10.645228,10.738716,10.839694,10.938642,11.038681,11.138622,11.23861,11.338629,11.43873,11.53869,11.638864,11.738592,11.83855,11.938581,12.038657,12.138559,12.238609,12.3386,12.438593,12.538798,12.640338,12.738697,12.838562,12.938638,13.038609,13.138605,13.238565,13.338585,13.438621,13.538678,13.638972,13.738601,13.83861,13.938535,14.038654,14.138602,14.23856,14.338592,14.438581,14.538647,14.645004,14.738554,14.838551,14.938591,15.038622,15.13856,15.238572,15.338599,15.438544,15.53869,15.639093,15.738619,15.83861,15.938741,16.038811"
IN_A_NOT_B,778,0,0,8,"132,128,0,98,252,15,0,103",4,"0.728767,1.72883,2.728882,3.728741"
IN_A_NOT_B,778,0,0,8,"132,128,0,99,252,15,0,103",13,"4.298593,4.728833,5.729161,6.72945,7.728809,8.728992,9.729274,10.729526,11.728596,12.728601,13.728614,14.728578,15.728691"
IN_A_NOT_B,782,0,0,8,"68,111,28,191,7,255,7,255",6,"0.575804,1.575568,2.575377,3.575178,4.574964,5.574742"
IN_A_NOT_B,782,0,0,8,"68,112,28,191,7,255,7,255",10,"6.574557,7.57432,8.574128,9.573911,10.573747,11.573481,12.573377,13.573089,14.573152,15.572654"
IN_A_NOT_B,802,0,0,8,"2,116,0,0,55,255,255,255",1,5.318592
IN_A_NOT_B,802,0,0,8,"2,131,0,0,55,255,255,255",1,1.518674
IN_A_NOT_B,802,0,0,8,"2,132,0,0,55,255,255,255",1,13.11948
IN_A_NOT_B,802,0,0,8,"2,133,0,0,55,255,255,255",1,5.218611
IN_A_NOT_B,802,0,0,8,"2,135,0,0,55,255,255,255",1,1.621247
IN_A_NOT_B,802,0,0,8,"2,137,0,0,55,255,255,255",1,7.918567
IN_A_NOT_B,802,0,0,8,"2,138,0,0,55,255,255,255",2,"2.818618,15.818571"
IN_A_NOT_B,802,0,0,8,"2,140,0,0,55,255,255,255",1,2.019497
IN_A_NOT_B,802,0,0,8,"2,141,0,0,55,255,255,255",3,"0.81906,8.018587,13.31849"
IN_A_NOT_B,802,0,0,8,"2,142,0,0,55,255,255,255",6,"1.81913,2.419585,2.621354,5.419141,11.818514,12.018569"
IN_A_NOT_B,802,0,0,8,"2,143,0,0,55,255,255,255",3,"1.219321,2.218705,3.018581"
IN_A_NOT_B,802,0,0,8,"2,144,0,0,55,255,255,255",5,"2.719605,4.818564,9.719542,9.918504,11.71949"
IN_A_NOT_B,802,0,0,8,"2,145,0,0,55,255,255,255",7,"1.019124,5.518701,5.618696,7.719565,13.518468,13.618575,13.719523"
IN_A_NOT_B,802,0,0,8,"2,146,0,0,55,255,255,255",9,"5.018582,7.118676,9.51855,11.418592,11.618532,11.918608,13.818501,15.218638,15.418617"
IN_A_NOT_B,802,0,0,8,"2,147,0,0,55,255,255,255",4,"8.119494,8.218569,8.719607,12.218482"
IN_A_NOT_B,802,0,0,8,"2,148,0,0,55,255,255,255",8,"1.418883,1.918643,2.118623,7.818546,8.81864,11.51854,13.018538,15.719582"
IN_A_NOT_B,802,0,0,8,"2,149,0,0,55,255,255,255",7,"1.719642,3.518591,4.418602,7.418589,10.418536,12.418549,12.719571"
IN_A_NOT_B,802,0,0,8,"2,150,0,0,55,255,255,255",13,"2.31869,3.218589,3.418654,5.118583,5.719581,7.018616,8.418556,9.118944,11.318511,13.218515,15.118537,15.318584,15.918582"
IN_A_NOT_B,802,0,0,8,"2,151,0,0,55,255,255,255",4,"2.518623,8.918626,14.818515,15.518445"
IN_A_NOT_B,802,0,0,8,"2,152,0,0,55,255,255,255",4,"4.518573,9.618521,12.518507,13.418541"
IN_A_NOT_B,802,0,0,8,"2,153,0,0,55,255,255,255",4,"3.119433,4.618643,9.218516,12.818499"
IN_A_NOT_B,802,0,0,8,"2,154,0,0,55,255,255,255",12,"0.719744,1.31869,8.318546,8.618558,9.018553,9.818517,10.018573,12.318496,12.618584,14.018514,14.918526,16.018572"
IN_A_NOT_B,802,0,0,8,"2,155,0,0,55,255,255,255",8,"0.419285,3.318588,7.518557,10.518546,11.119473,11.218538,12.119478,12.918518"
IN_A_NOT_B,802,0,0,8,"2,156,0,0,55,255,255,255",6,"2.918619,4.318615,7.218566,9.31851,10.918571,14.518499"
IN_A_NOT_B,802,0,0,8,"2,157,0,0,55,255,255,255",7,"0.621408,4.118638,4.918934,7.318553,7.61858,8.518587,15.018478"
IN_A_NOT_B,802,0,0,8,"2,158,0,0,55,255,255,255",4,"0.918738,4.218568,6.818566,6.918568"
IN_A_NOT_B,802,0,0,8,"2,159,0,0,55,255,255,255",3,"4.018607,6.61858,13.918497"
IN_A_NOT_B,802,0,0,8,"2,160,0,0,55,255,255,255",8,"0.21902,0.518706,3.618624,3.719635,6.119481,6.418667,10.119025,11.018547"
IN_A_NOT_B,802,0,0,8,"2,161,0,0,55,255,255,255",6,"0.318673,6.218685,10.618657,10.719566,14.119474,15.618473"
IN_A_NOT_B,802,0,0,8,"2,162,0,0,55,255,255,255",4,"0.118727,3.818594,5.818632,9.418571"
IN_A_NOT_B,802,0,0,8,"2,163,0,0,55,255,255,255",1,14.618542
IN_A_NOT_B,802,0,0,8,"2,164,0,0,55,255,255,255",4,"4.719601,5.918653,6.719604,14.719508"
IN_A_NOT_B,802,0,0,8,"2,165,0,0,55,255,255,255",2,"3.918575,10.218493"
IN_A_NOT_B,802,0,0,8,"2,167,0,0,55,255,255,255",4,"6.518609,10.818563,14.218496,14.418501"
IN_A_NOT_B,802,0,0,8,"2,168,0,0,55,255,255,255",1,6.318633
IN_A_NOT_B,802,0,0,8,"2,169,0,0,55,255,255,255",2,"0.018951,6.018676"
IN_A_NOT_B,802,0,0,8,"2,170,0,0,55,255,255,255",1,10.31852
IN_A_NOT_B,802,0,0,8,"2,171,0,0,55,255,255,255",1,14.318537
IN_A_NOT_B,808,0,0,8,"0,0,0,0,0,0,0,0",1,2.668172
IN_A_NOT_B,808,0,0,8,"0,67,0,0,0,0,0,0",1,2.644194
IN_A_NOT_B,813,0,0,8,"2,29,2,29,1,167,89,0",16,"0.600401,1.60046,2.601324,3.600331,4.600342,5.600585,6.601199,7.601127,8.601244,9.601251,10.601279,11.601271,12.60134,13.600269,14.601355,15.600313"
IN_A_NOT_B,818,0,0,8,"0,80,216,80,60,9,255,25",9,"0.128806,0.634604,1.630277,2.12882,2.634552,3.129391,3.630206,4.129171,4.632765"
IN_A_NOT_B,818,0,0,8,"0,80,216,80,61,9,255,25",22,"5.128927,5.631228,6.129223,6.632675,7.12948,7.630489,8.128889,8.634572,9.129092,9.631389,10.131286,10.633687,11.129624,11.62884,12.12858,12.636572,13.128606,13.628686,14.129509,14.634686,15.128567,15.632046"
IN_A_NOT_B,826,0,0,8,"21,134,100,127,127,127,127,127",7,"0.56679,1.565697,2.565458,3.565251,4.565062,5.564862,6.564616"
IN_A_NOT_B,826,0,0,8,"21,154,100,127,127,127,127,127",6,"7.564434,8.564203,9.563992,10.563747,13.563252,14.563689"
IN_A_NOT_B,826,0,0,8,"21,174,100,127,127,127,127,127",3,"11.563586,12.563377,15.562826"
IN_A_NOT_B,827,0,0,8,"41,255,3,150,0,0,0,0",67,"0.226765,0.425817,0.92572,1.225678,1.525594,1.825543,2.225448,2.425399,2.725358,3.025284,3.525179,3.825114,4.025068,4.325014,4.824912,5.324799,5.824705,6.12465,6.424572,6.724503,6.924475,7.124427,7.424379,7.824298,7.924259,8.424154,8.924065,9.12403,9.423946,9.624302,9.723888,10.023823,10.423759,10.923635,11.123582,11.223578,11.423572,11.624316,11.723466,12.023401,12.423356,12.7233,13.12323,13.223156,13.625315,13.723083,13.823068,13.923023,14.22296,14.322966,14.422904,14.522902,14.624293,14.722884,14.822908,14.922798,15.022819,15.122806,15.222904,15.32275,15.423631,15.522679,15.622803,15.722714,15.82334,15.922655,16.023235"
IN_A_NOT_B,827,0,0,8,"42,255,3,150,0,0,0,0",71,"0.126733,0.629436,0.825736,1.325642,1.425634,1.626184,1.725552,2.025485,2.629991,2.825313,2.925319,3.225238,3.325235,3.425198,3.725126,4.225047,4.425002,4.524966,4.72492,4.924887,5.024885,5.124839,5.224825,5.524764,5.724715,6.024677,6.224612,6.324614,6.626879,6.824493,7.024439,7.324376,7.624363,7.7243,8.024257,8.124228,8.324179,8.524137,8.624311,8.724095,8.824068,9.024032,9.323989,9.523934,9.823861,9.923845,10.1238,10.224662,10.323786,10.523715,10.62441,10.723669,10.823674,11.023601,11.323574,11.523506,11.82345,11.923442,12.123384,12.223379,12.323342,12.523316,12.624333,12.823248,12.923222,13.023196,13.323166,13.423126,13.523136,14.023023,14.122962"
IN_A_NOT_B,827,0,0,8,"43,255,3,150,0,0,0,0",22,"0.026735,0.326435,0.525826,0.725775,1.025715,1.92553,2.125491,2.325446,2.525403,3.125295,3.62525,3.925117,4.125116,4.626961,5.424801,5.625302,5.924723,6.524594,7.224427,7.524368,8.224229,9.22401"
IN_A_NOT_B,828,0,0,8,"0,112,1,241,0,0,0,0",4,"12.883298,13.543173,14.812901,15.2108"
IN_A_NOT_B,828,0,0,8,"0,113,1,244,0,0,0,0",21,"11.461767,12.683385,12.983272,13.043262,13.360755,13.460695,13.661477,14.010454,14.112981,14.413968,14.660502,14.893275,14.960379,15.042813,15.160338,15.310855,15.332782,15.432744,15.693047,15.872659,15.993254"
IN_A_NOT_B,828,0,0,8,"0,113,1,245,0,0,0,0",8,"12.96073,13.160715,13.243192,14.233007,14.272976,14.542892,15.772697,15.912938"
IN_A_NOT_B,828,0,0,8,"0,113,1,246,0,0,0,0",1,11.273613
IN_A_NOT_B,828,0,0,8,"0,113,1,247,0,0,0,0",15,"11.073645,12.473349,12.561257,12.611418,13.011151,13.733099,13.793101,14.073041,14.312936,14.360547,15.010744,15.372759,15.413559,15.633022,15.860238"
IN_A_NOT_B,828,0,0,8,"0,113,1,248,0,0,0,0",10,"13.333199,13.633203,14.043034,14.293047,14.610537,14.932853,14.972873,15.112825,15.360536,15.892898"
IN_A_NOT_B,828,0,0,8,"0,113,1,249,0,0,0,0",1,14.17303
IN_A_NOT_B,828,0,0,8,"0,113,1,250,0,0,0,0",25,"11.473545,11.561283,12.661548,12.733265,12.910457,13.133189,13.211228,13.283149,13.433155,13.493387,13.58309,13.860647,14.133025,14.432945,14.712846,14.872859,14.912808,15.132805,15.1728,15.23274,15.482755,15.583645,15.732643,15.960131,16.042571"
IN_A_NOT_B,828,0,0,8,"0,113,1,251,0,0,0,0",10,"12.710526,13.183236,13.263335,13.833034,14.583062,14.832816,15.460268,15.543224,15.932655,16.012631"
IN_A_NOT_B,828,0,0,8,"0,113,1,252,0,0,0,0",1,14.333751
IN_A_NOT_B,828,0,0,8,"0,113,1,253,0,0,0,0",5,"13.41379,14.093768,14.393006,15.660556,15.832617"
IN_A_NOT_B,828,0,0,8,"0,113,1,254,0,0,0,0",8,"12.43337,12.633677,13.110451,13.473168,13.813048,14.372994,15.7127,15.81031"
IN_A_NOT_B,828,0,0,8,"0,114,1,244,0,0,0,0",2,"10.634661,10.673748"
IN_A_NOT_B,828,0,0,8,"0,114,1,245,0,0,0,0",1,10.583762
IN_A_NOT_B,828,0,0,8,"0,114,1,250,0,0,0,0",1,10.693993
IN_A_NOT_B,828,0,0,8,"0,114,2,0,0,0,0,0",6,"11.433579,12.933268,13.773119,14.693015,15.093722,15.392811"
IN_A_NOT_B,828,0,0,8,"0,114,2,1,0,0,0,0",8,"11.410696,12.460901,12.583348,13.61034,13.713109,13.983045,14.260524,14.633762"
IN_A_NOT_B,828,0,0,8,"0,115,1,246,0,0,0,0",12,"0.563311,1.563121,2.562946,3.562691,4.245083,4.562485,5.562301,6.562299,7.561865,8.561913,9.561441,10.561318"
IN_A_NOT_B,828,0,0,8,"0,115,1,247,0,0,0,0",2,"4.135076,10.611458"
IN_A_NOT_B,828,0,0,8,"0,115,1,253,0,0,0,0",1,10.661575
IN_A_NOT_B,828,0,0,8,"0,116,2,1,0,0,0,0",2,"4.095178,4.115111"
IN_A_NOT_B,848,0,0,8,"20,39,12,7,233,11,13,1",1,0.631737
IN_A_NOT_B,848,0,0,8,"21,39,12,7,233,11,13,1",1,1.631982
IN_A_NOT_B,848,0,0,8,"22,39,12,7,233,11,13,1",1,2.631688
IN_A_NOT_B,848,0,0,8,"23,39,12,7,233,11,13,1",1,3.631906
IN_A_NOT_B,848,0,0,8,"24,39,12,7,233,11,13,1",1,4.6337
IN_A_NOT_B,848,0,0,8,"25,39,12,7,233,11,13,1",1,5.632948
IN_A_NOT_B,848,0,0,8,"26,39,12,7,233,11,13,1",1,6.633602
IN_A_NOT_B,848,0,0,8,"27,39,12,7,233,11,13,1",1,7.632193
IN_A_NOT_B,848,0,0,8,"28,39,12,7,233,11,13,1",1,8.631716
IN_A_NOT_B,848,0,0,8,"29,39,12,7,233,11,13,1",1,9.633083
IN_A_NOT_B,848,0,0,8,"30,39,12,7,233,11,13,1",1,10.632768
IN_A_NOT_B,848,0,0,8,"31,39,12,7,233,11,13,1",1,11.632135
IN_A_NOT_B,848,0,0,8,"32,39,12,7,233,11,13,1",1,12.631749
IN_A_NOT_B,848,0,0,8,"33,39,12,7,233,11,13,1",1,13.631963
IN_A_NOT_B,848,0,0,8,"34,39,12,7,233,11,13,1",1,14.636387
IN_A_NOT_B,848,0,0,8,"35,39,12,7,233,11,13,1",1,15.633958
IN_A_NOT_B,876,0,0,8,"204,28,47,93,5,139,120,75",11,"0.635515,1.633997,2.635463,3.634264,4.636563,5.635252,6.636466,7.634098,8.635483,9.634995,10.636565"
IN_A_NOT_B,876,0,0,8,"249,28,47,93,5,139,120,75",5,"11.634114,12.637491,13.635973,14.639258,15.636101"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,19",1,0.639375
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,21",2,"1.636055,2.639324"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,23",2,"3.636263,4.64143"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,25",2,"5.637196,6.639364"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,27",2,"7.636136,8.639355"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,29",2,"9.63706,10.640421"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,31",2,"11.63612,12.643264"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,33",2,"13.637971,14.642156"
IN_A_NOT_B,908,0,0,8,"233,7,11,13,17,39,0,35",1,15.638096
,,,,,,,
=== In capture_01_no_presses_lights_cycled_every_3s_between_off_and_on_grouped but NOT in capture_00_no_presses_no_lights_grouped ===,,,,,,,
IN_B_NOT_A,557,0,0,8,"115,0,0,0,0,0,0,0",9,"3.33594,4.045929,4.835927,5.045903,6.045967,8.775915,9.045932,10.045905,11.045826"
IN_B_NOT_A,557,0,0,8,"116,0,0,0,0,0,0,0",12,"0.045936,1.045928,2.045915,3.045946,4.27586,6.335843,7.045948,8.045977,11.275801,12.045925,13.045798,14.045816"
IN_B_NOT_A,562,0,0,8,"255,72,0,255,0,0,0,0",74,"0.126707,0.326698,0.526634,0.726625,0.926734,1.126585,1.326601,1.52659,1.727626,1.927678,2.127578,2.327552,2.527559,2.727553,2.927671,3.127577,3.327523,3.527553,3.72753,3.927633,4.127507,4.327539,4.527534,4.727505,4.927458,5.127441,5.327363,5.527334,5.727271,5.927231,6.127178,6.327131,6.527082,6.727025,6.926998,7.126943,7.3269,7.526837,7.726844,7.926761,8.126701,8.326652,8.526612,8.726583,8.92668,9.126593,9.326558,9.526592,9.726612,9.926695,10.127235,10.326617,10.52657,10.726534,10.926696,11.126531,11.326644,11.526656,11.726538,11.92664,12.126547,12.326531,12.526644,12.726608,12.92664,13.127369,13.3265,13.526484,13.726475,13.926636,14.126516,14.326589,14.526703,14.726699"
IN_B_NOT_A,594,0,0,8,"3,0,16,13,128,15,127,137",13,"0.096864,1.497864,2.002579,2.696925,6.002633,6.196931,6.396931,7.896943,9.596892,9.896955,11.096792,11.796782,13.49676"
IN_B_NOT_A,594,0,0,8,"3,0,16,13,128,15,127,139",101,"0.001664,0.196885,0.397493,0.496931,0.597037,0.697036,0.897484,1.003658,1.196919,1.397275,1.596883,1.696922,1.796911,1.897002,2.096895,2.296892,2.396934,2.497872,2.597769,2.796908,2.896984,3.097747,3.196901,3.498676,3.597699,3.796938,3.897015,4.097502,4.196853,4.296837,4.497287,4.796935,4.896909,5.001616,5.196971,5.29694,5.59699,5.696978,5.796957,5.896968,6.096951,6.296894,6.696965,6.896896,6.997884,7.09698,7.296913,7.39692,7.496936,7.596885,7.796889,8.002667,8.096904,8.196923,8.496928,8.696911,8.796922,8.896882,8.997902,9.096894,9.296898,9.396903,9.496875,9.696932,9.79689,10.00168,10.096928,10.19694,10.296986,10.397555,10.496982,10.596813,10.696857,10.796838,10.896834,10.997923,11.396796,11.496799,11.596797,11.696817,11.896811,12.096791,12.496809,12.596767,12.697236,12.79673,12.997822,13.096758,13.196737,13.396802,13.596837,13.696851,13.796888,13.896778,14.001671,14.196789,14.296835,14.39681,14.596807,14.696804,14.796855"
IN_B_NOT_A,594,0,0,8,"3,0,16,13,128,23,127,139",3,"6.496931,12.001586,14.096777"
IN_B_NOT_A,594,0,0,8,"3,0,16,13,128,7,127,137",7,"1.296875,3.396925,4.396867,7.197004,7.696896,8.296935,14.496821"
IN_B_NOT_A,594,0,0,8,"3,0,16,13,128,7,127,139",25,"0.296883,0.797068,1.096901,2.196894,3.002575,3.296862,3.696862,4.001681,4.597162,4.696959,5.096946,5.396986,5.497049,6.596889,6.796895,8.396934,8.59694,9.196897,11.196806,11.296815,12.196833,12.296798,12.396846,12.896795,13.296781"
